feature,importance
cpi_lag_1,7.683429600817798
cpi_lag_2,6.168918946314283
exrate_zar_usd_lag_2,6.043616873295551
exrate_zar_usd_lag_3,5.550866018691487
exrate_zar_usd_lag_1,5.1992103156854395
y_roll_mean_12,5.177417787630184
y_roll_mean_3,5.029251674023393
y_lag_1,5.013488615947998
price_roll_mean_6,4.480898558627727
industrial_production_index_lag_1,4.356869251897288
y_level,3.849414384514715
cpi_lag_3,3.684550662040837
price_lag_1,3.599900020615347
industrial_production_index_lag_2,3.094389300309237
price_lag_2,2.6698786353984505
y_lag_3,2.5343360367887247
y_roll_mean_6,2.4248797369601744
price_lag_3,1.9951520548188455
y_roll_std_12,1.97911083936843
y_lag_12,1.9180895390199513
price_lag_6,1.8903805643013216
y_lag_6,1.6486409724562567
price_roll_std_12,1.422360172897376
price_lag_4,1.3347667030342782
price_roll_std_6,1.317732358321387
price_roll_mean_12,1.2864634410192735
price_roll_std_3,0.9919671687426455
price_pct_change_12,0.9566067284106526
price_pct_change_1,0.9552999878404432
industrial_production_index_lag_3,0.9215772753199131
