feature,importance
y_level,0.3510202649536947
industrial_production_index_lag_1,0.08878700901989828
exrate_zar_usd_lag_3,0.06994793743122939
y_lag_3,0.06946983711704237
y_roll_mean_3,0.0544331790770234
y_roll_mean_12,0.053618764096753126
cpi_lag_2,0.04960503930397436
cpi_lag_1,0.04115598278587191
cpi_lag_3,0.03279034653759279
y_roll_mean_6,0.030480864470872056
exrate_zar_usd_lag_2,0.025790447595399793
exrate_zar_usd_lag_1,0.017298572420019847
industrial_production_index_lag_2,0.016146907017197405
y_lag_12,0.014331764500198105
price_roll_mean_6,0.014300427038668137
price_roll_mean_3,0.010974898291336823
price_lag_6,0.01059464545664819
price_roll_mean_12,0.006417100979581775
y_lag_6,0.006112603723969779
industrial_production_index_lag_3,0.005143040540955473
y_lag_1,0.004829449151423852
price_lag_1,0.004206076608413353
price_pct_change_12,0.004163556187044303
price_lag_2,0.002872637809431944
price_lag_3,0.002323624095437545
price_lag_4,0.0016661113447509108
price_roll_std_3,0.0016492616144703905
price_lag_5,0.0016078024300982818
price_roll_std_12,0.0012758514408063263
price_pct_change_1,0.001167769964332231
