feature,importance
cpi_lag_1,7.294788282433316
cpi_lag_2,6.188679391628653
exrate_zar_usd_lag_2,5.476283784131465
exrate_zar_usd_lag_1,5.307285310878653
y_roll_mean_3,5.306649483490399
y_level,4.882067491019236
cpi_lag_3,4.457502830321188
price_roll_std_6,4.189654081142527
y_roll_mean_12,3.2215711671002203
exrate_zar_usd_lag_3,3.1614223135820168
y_lag_1,2.9575504480268338
industrial_production_index_lag_1,2.8889548303347823
price_lag_4,2.7696866338465087
y_lag_6,2.7483852183398625
price_roll_mean_6,2.6995867418748563
y_roll_mean_6,2.383500528746178
price_lag_2,2.199638254815391
price_lag_6,2.1890524384697727
price_roll_std_12,2.1150495298920946
month_12,2.066735652080698
price_lag_1,2.037656373986649
price_lag_5,1.90553844214514
price_lag_3,1.8283544198370296
y_pct_change_12,1.7192376994113736
price_pct_change_1,1.6668718288462037
y_roll_std_3,1.6515920577659513
y_pct_change_1,1.5455376367742906
price_pct_change_12,1.5293899840628065
y_roll_std_6,1.4455273271775508
industrial_production_index_lag_2,1.3857653194463457
