feature,importance
y_roll_mean_6,0.16991901015029015
exrate_zar_usd_lag_3,0.12120073093099336
y_roll_mean_12,0.11467937514885447
y_lag_1,0.09153471205733259
y_lag_12,0.07393509005714069
cpi_lag_3,0.06525946932244975
cpi_lag_1,0.05303866108999876
cpi_lag_2,0.049950689424803046
exrate_zar_usd_lag_2,0.04804204903411766
y_level,0.03603659836287218
y_lag_6,0.02898398249559257
industrial_production_index_lag_3,0.028309427861876308
y_lag_3,0.024937195425072684
y_roll_mean_3,0.024588485799747116
industrial_production_index_lag_2,0.0196623207636065
exrate_zar_usd_lag_1,0.0097680088953239
y_pct_change_12,0.007179971500382803
price_roll_mean_3,0.003680287794139317
industrial_production_index_lag_1,0.003603416521544248
price_roll_mean_12,0.0034287510155809635
price_roll_mean_6,0.0030901545609520794
y_roll_std_12,0.0022738314356605042
price_lag_6,0.0019677344091500607
price_lag_1,0.0018309176020489142
price_lag_5,0.0016801426450373067
price_lag_4,0.0015627309902989505
price_roll_std_12,0.0013793466650224198
price_lag_3,0.0013518022841756511
price_lag_2,0.0013377430909212334
price_roll_std_6,0.0009768714688348232
