feature,importance
cpi_lag_2,10.503750274791294
y_roll_mean_12,9.534059922158761
y_lag_3,6.222571148530276
cpi_lag_1,5.392816145065054
industrial_production_index_lag_2,5.156551944148155
exrate_zar_usd_lag_1,4.904211266213378
y_roll_mean_3,4.74471874573763
industrial_production_index_lag_1,3.504902591901457
exrate_zar_usd_lag_2,3.4056281060946
cpi_lag_3,3.134595652546749
y_lag_12,3.0877096706482923
price_roll_mean_12,2.827233847214059
y_roll_mean_6,2.7713102650731267
y_lag_6,2.6724065691927135
price_lag_4,2.1947671838804568
price_lag_6,2.0703696878910822
y_lag_1,2.0663844931608835
exrate_zar_usd_lag_3,2.061616053336025
price_lag_3,1.9803808868002275
industrial_production_index_lag_3,1.8799754709257464
price_roll_mean_6,1.781018044944412
price_lag_1,1.6432276787543463
y_level,1.5920033350666116
y_roll_std_6,1.5491511483075084
price_roll_std_12,1.4131135542405995
price_roll_std_3,1.2007035031433864
price_roll_mean_3,1.118878184052828
price_pct_change_12,1.0209837161614086
price_lag_2,1.0157520111481597
y_pct_change_12,1.0052713608648836
