feature,importance
price_roll_mean_12,0.18269249245111027
industrial_production_index_lag_2,0.08695647369983685
exrate_zar_usd_lag_3,0.05400030402125392
price_lag_6,0.05399083900206687
y_lag_1,0.04827725470657422
exrate_zar_usd_lag_1,0.04662887300144952
price_roll_mean_6,0.03550051881440047
y_roll_mean_3,0.03412743596565863
exrate_zar_usd_lag_2,0.032616937382141574
y_lag_6,0.032584284422570546
price_lag_4,0.027094250155032168
price_roll_std_12,0.02366301853773008
price_lag_5,0.023088890541144966
y_level,0.02118321188204235
cpi_lag_1,0.02107731923283666
y_lag_3,0.02105749787456392
y_roll_std_3,0.019699292019421895
industrial_production_index_lag_3,0.01961265171737622
y_roll_mean_12,0.017869020699232917
industrial_production_index_lag_1,0.01699070053559835
month_3,0.015889756168267367
y_roll_std_12,0.015541366737784258
price_roll_std_6,0.014313590965622042
cpi_lag_3,0.014030834820763788
y_lag_12,0.013726963302136316
price_lag_3,0.012611773769331553
cpi_lag_2,0.012021305936521984
y_pct_change_12,0.011681735622908446
y_roll_std_6,0.01056736064914782
y_pct_change_1,0.010386808543598029
