feature,importance
y_lag_1,6.165471324632396
price_roll_std_12,5.59204040928441
price_lag_6,4.9835326426987345
industrial_production_index_lag_2,4.116264976055658
y_roll_std_3,3.772361479723896
y_lag_3,3.5448578769257777
y_lag_6,3.350911268702858
exrate_zar_usd_lag_2,3.3392194237724104
cpi_lag_2,3.2656369136903463
price_roll_mean_12,3.0559082371412316
y_roll_std_12,2.975872288158336
price_roll_mean_6,2.9459344098317364
price_lag_5,2.903797399074412
price_roll_std_6,2.8231369420496764
cpi_lag_3,2.72258600298318
y_pct_change_1,2.693856573852474
industrial_production_index_lag_1,2.5772593523783853
industrial_production_index_lag_3,2.425716837019878
price_lag_3,2.401376180802992
y_level,2.3584754734016253
y_pct_change_12,2.3176717517241396
cpi_lag_1,2.312743692832308
exrate_zar_usd_lag_1,2.201412991019834
y_roll_std_6,2.1529318970227966
exrate_zar_usd_lag_3,2.100475409818464
month_3,2.064483277200629
y_roll_mean_3,2.043449135811361
price_lag_4,1.9213033551132552
y_roll_mean_12,1.7579389272169696
price_lag_1,1.7322749839809668
