feature,importance
y_lag_6,6.890510271288699
y_lag_12,4.489967810971872
industrial_production_index_lag_3,4.373475722726759
price_roll_std_12,4.135213810654367
price_roll_std_6,4.001951441213764
y_roll_std_3,3.71074881568417
y_pct_change_12,3.6921533468081376
y_lag_1,3.6182560840565414
y_roll_mean_3,3.548399679092066
price_lag_6,3.4958133835321936
price_pct_change_12,3.452841308054692
price_roll_mean_6,3.1661119806472855
price_roll_std_3,3.163761397868603
price_pct_change_1,3.157822544956832
y_lag_3,3.076603716712706
y_roll_std_6,2.890448240346785
y_pct_change_1,2.8852377807117158
industrial_production_index_lag_1,2.6014277930634027
cpi_lag_1,2.2356788121269413
y_roll_mean_12,2.2084733775147005
y_roll_mean_6,2.1663863492190667
price_lag_3,2.0790106150091354
y_roll_std_12,1.9965745544335565
price_lag_1,1.893571544940757
price_lag_2,1.8883737329202392
industrial_production_index_lag_2,1.8349986105915335
price_lag_4,1.8180391408605572
price_roll_mean_12,1.7822675299820336
cpi_lag_2,1.7281186793376269
price_lag_5,1.7196191798843365
