feature,importance
cpi_lag_3,0.41735488176345825
exrate_zar_usd_lag_3,0.1950363963842392
cpi_lag_2,0.16704855859279633
y_lag_6,0.1015508845448494
y_roll_mean_12,0.0388774573802948
y_roll_mean_6,0.0179461557418108
exrate_zar_usd_lag_2,0.01626037061214447
cpi_lag_1,0.012011873535811901
y_roll_mean_3,0.01093250885605812
exrate_zar_usd_lag_1,0.004530927166342735
y_lag_12,0.003219141159206629
y_lag_3,0.0027151426766067743
y_level,0.0025763260200619698
price_lag_1,0.0022468518000096083
price_lag_2,0.0015388474566861987
industrial_production_index_lag_1,0.0009393641375936568
price_lag_6,0.0005900450050830841
price_lag_3,0.00046085455687716603
industrial_production_index_lag_2,0.0003833651717286557
price_lag_5,0.0003079699235968292
price_roll_mean_3,0.00029282289324328303
price_roll_mean_6,0.00028090650448575616
price_roll_mean_12,0.0002421332465019077
month_5,0.00024159294844139367
y_roll_std_6,0.0001969648728845641
y_roll_std_12,0.00019328772032167763
y_pct_change_12,0.00016413936100434512
month_7,0.00016355322441086173
month_9,0.00016227718151640147
price_lag_4,0.0001599562237970531
