feature,importance
price_roll_std_12,8.432060071522134
y_level,5.012067189500547
y_roll_std_12,5.010029582747376
price_roll_std_6,4.883813774474008
y_lag_6,4.337956167660604
industrial_production_index_lag_1,4.201910813752326
y_roll_std_3,3.5340426133134373
y_pct_change_1,3.4791377062132387
y_lag_1,3.4399174936659156
y_pct_change_12,3.2355655819952194
price_roll_mean_12,2.915651821017728
y_roll_mean_3,2.8229635121967283
y_lag_12,2.8185143242725053
price_lag_6,2.780213853031266
exrate_zar_usd_lag_2,2.7199678124699886
cpi_lag_2,2.6527057698413183
exrate_zar_usd_lag_3,2.5689030885869486
y_lag_3,2.4420481276295787
cpi_lag_1,2.4355628060554055
exrate_zar_usd_lag_1,2.262749283718119
price_pct_change_12,2.2420163785050717
y_roll_mean_6,2.095751683733256
cpi_lag_3,2.048734831856233
price_lag_1,1.914111265456717
month_3,1.8176803160051236
y_roll_mean_12,1.7694123419590373
industrial_production_index_lag_2,1.7141940273912804
y_roll_std_6,1.6808254585605633
price_lag_3,1.6512501982113261
industrial_production_index_lag_3,1.5420565837121325
