feature,importance
price_roll_mean_12,0.18053532547718468
industrial_production_index_lag_1,0.06268421009320285
price_roll_std_12,0.06044474545920321
y_level,0.05389185649183005
price_lag_6,0.04592844922853777
y_roll_mean_6,0.0453404600560367
exrate_zar_usd_lag_3,0.03855072779069047
exrate_zar_usd_lag_1,0.03208029617409766
y_roll_mean_3,0.029415183829562232
industrial_production_index_lag_2,0.02686669071670808
y_roll_std_12,0.025920571546590835
price_lag_5,0.025254013708299
y_roll_mean_12,0.023948800021786287
cpi_lag_2,0.02362781217451959
industrial_production_index_lag_3,0.02203883154755119
y_pct_change_12,0.022022407540099383
y_lag_3,0.02116888471978904
y_lag_6,0.021160851808885217
cpi_lag_3,0.021155848166520788
y_pct_change_1,0.021054108437716487
y_lag_1,0.021025847671741007
cpi_lag_1,0.020604838637323045
exrate_zar_usd_lag_2,0.01958244101305965
y_roll_std_3,0.01845073695492819
y_roll_std_6,0.01565194181099663
month_6,0.01548565268026415
y_lag_12,0.014378390348284194
price_roll_std_6,0.013874088637259746
price_roll_mean_6,0.00986133775525132
price_lag_4,0.009244758176727413
