feature,importance
cpi_lag_1,0.3034665882587433
exrate_zar_usd_lag_3,0.22870367765426636
exrate_zar_usd_lag_1,0.13091744482517242
y_roll_mean_12,0.10511654615402222
exrate_zar_usd_lag_2,0.05175259709358215
cpi_lag_2,0.033074818551540375
y_roll_mean_6,0.025225091725587845
month_9,0.019467510282993317
cpi_lag_3,0.012774895876646042
industrial_production_index_lag_1,0.006587306037545204
month_7,0.00478304922580719
price_roll_std_12,0.004679692909121513
y_pct_change_12,0.004537871107459068
price_lag_5,0.004286156967282295
price_lag_6,0.00428529130294919
price_roll_mean_6,0.0041726636700332165
price_lag_3,0.004141036421060562
price_roll_mean_3,0.003906718920916319
price_lag_4,0.003862798446789384
month_12,0.0037948505487293005
price_roll_std_6,0.0035173690412193537
month_1,0.0035009083803743124
industrial_production_index_lag_2,0.0032000383362174034
price_roll_mean_12,0.002697157673537731
price_lag_1,0.0026676622219383717
y_lag_6,0.0024126095231622458
price_lag_2,0.0023200102150440216
y_lag_3,0.0022388454526662827
price_roll_std_3,0.0019772674422711134
y_roll_std_6,0.001731971395201981
