feature,importance
price_roll_mean_3,0.22619275748729706
price_roll_mean_6,0.1908036470413208
price_roll_mean_12,0.09169982373714447
month_10,0.05817941576242447
exrate_zar_usd_lag_3,0.0553804375231266
month_9,0.049617525190114975
cpi_lag_1,0.04949890077114105
cpi_lag_3,0.03028932400047779
exrate_zar_usd_lag_2,0.028178377076983452
month_6,0.024287311360239983
exrate_zar_usd_lag_1,0.018704146146774292
y_pct_change_1,0.013165995478630066
industrial_production_index_lag_1,0.012210743501782417
industrial_production_index_lag_2,0.011885168962180614
y_roll_mean_6,0.010415016673505306
y_roll_std_12,0.008290504105389118
y_roll_std_6,0.008004561997950077
price_roll_std_12,0.007604920770972967
y_roll_mean_3,0.0070312730967998505
y_lag_12,0.006193061824887991
price_roll_std_6,0.006000841036438942
y_pct_change_12,0.005994406994432211
y_roll_mean_12,0.005608521401882172
price_lag_6,0.005524385720491409
industrial_production_index_lag_3,0.005170908756554127
price_pct_change_12,0.004838458728045225
y_roll_std_3,0.004782434087246656
price_pct_change_1,0.004456724505871534
month_4,0.004391068127006292
month_5,0.004030678886920214
