feature,importance
price_roll_mean_3,0.1379882724298302
price_roll_mean_12,0.11309212162107093
price_roll_mean_6,0.09747617449936342
y_pct_change_1,0.05893884062813616
cpi_lag_1,0.04457337875633759
industrial_production_index_lag_2,0.0427038039093561
y_roll_std_6,0.04021605032200018
exrate_zar_usd_lag_1,0.03408825666927686
cpi_lag_3,0.031014116957702436
y_pct_change_12,0.028123670449638514
industrial_production_index_lag_1,0.02758137134925223
exrate_zar_usd_lag_3,0.027460987896817547
exrate_zar_usd_lag_2,0.023741646675131595
y_roll_std_12,0.023354058129140782
y_roll_mean_3,0.02323903780118157
y_lag_12,0.022248144721638247
y_roll_mean_6,0.018942985769174494
y_lag_6,0.018812098961859657
cpi_lag_2,0.018678391000488518
y_lag_1,0.017942536375874372
y_roll_std_3,0.017231170886893066
price_roll_std_12,0.014788703771866382
y_level,0.013563805374064857
y_lag_3,0.012403187066675739
y_roll_mean_12,0.012213342669552353
industrial_production_index_lag_3,0.012118460029570928
month_6,0.009447394127252401
price_lag_1,0.008821566417878414
price_lag_2,0.007829827514189319
price_roll_std_6,0.007800528206438193
