feature,importance
y_roll_std_3,8.290438245837727
y_lag_12,5.548445197884408
price_roll_std_6,4.43031655663311
exrate_zar_usd_lag_3,3.9332569536114455
price_pct_change_1,3.7355909250506603
price_roll_mean_12,3.559139025088724
y_lag_3,3.457408798897313
price_roll_std_3,3.2941129588602376
y_roll_mean_12,2.9884942213923607
price_roll_std_12,2.92604844249588
y_roll_mean_3,2.818306407621063
price_lag_6,2.7827493731437647
y_pct_change_1,2.7271797966711353
price_pct_change_12,2.7260462767088125
industrial_production_index_lag_3,2.725526871479805
y_lag_6,2.652801392721311
industrial_production_index_lag_1,2.54354339764172
y_level,2.476540186902144
y_pct_change_12,2.464250519557356
industrial_production_index_lag_2,2.4471847536613747
y_lag_1,2.4259737829968056
cpi_lag_1,2.2935071936440843
price_lag_3,2.1639873016709106
month_9,1.9299328398391238
exrate_zar_usd_lag_1,1.9137305618932774
cpi_lag_3,1.9073282466852282
exrate_zar_usd_lag_2,1.8928759645379456
price_roll_mean_3,1.8735643623965041
y_roll_mean_6,1.7168900959923188
y_roll_std_12,1.6309396582609226
