feature,importance
cpi_lag_3,0.2668219208717346
price_roll_mean_6,0.0727202296257019
price_roll_mean_3,0.0641867071390152
price_lag_1,0.04080349579453468
exrate_zar_usd_lag_3,0.04028908163309097
month_12,0.03926603123545647
month_11,0.032753877341747284
y_roll_std_12,0.030143648386001587
exrate_zar_usd_lag_2,0.024171797558665276
cpi_lag_1,0.023911556228995323
month_10,0.022197745740413666
y_lag_12,0.021375484764575958
price_roll_std_6,0.020004935562610626
price_roll_std_12,0.019958430901169777
price_roll_mean_12,0.018482496961951256
y_roll_mean_6,0.01841612160205841
y_roll_mean_12,0.0183392520993948
price_pct_change_12,0.017127741128206253
y_roll_std_6,0.015263572335243225
price_pct_change_1,0.01222188025712967
price_roll_std_3,0.01221925113350153
y_pct_change_1,0.011739176698029041
industrial_production_index_lag_1,0.0115805109962821
cpi_lag_2,0.01115373894572258
y_roll_std_3,0.010944409295916557
y_pct_change_12,0.010800785385072231
y_roll_mean_3,0.009233171120285988
price_lag_3,0.008864715695381165
month_1,0.00866786390542984
month_7,0.008583028800785542
