feature,importance
price_lag_1,0.06803823423899177
y_lag_12,0.06184514201914303
price_pct_change_12,0.05727756311594705
y_roll_std_12,0.053096171522155206
price_roll_std_6,0.04260832062632017
y_roll_mean_6,0.03907662266205037
price_roll_mean_3,0.038635974546144945
exrate_zar_usd_lag_1,0.03789473384344861
price_roll_mean_6,0.03647616862896157
y_roll_mean_12,0.034935081943996464
y_level,0.028871541183455165
exrate_zar_usd_lag_2,0.028794642182072658
price_roll_std_12,0.028347030514913368
exrate_zar_usd_lag_3,0.027418850132259337
price_pct_change_1,0.02723952069434838
price_roll_std_3,0.026675636844244056
price_lag_2,0.025105356582576593
y_lag_3,0.024980930820908683
y_pct_change_12,0.024281003203330924
y_lag_6,0.023085811035167627
y_roll_std_3,0.022601517370355942
y_roll_std_6,0.021817876502760476
industrial_production_index_lag_3,0.018980266953820244
price_lag_6,0.01867130143267079
y_roll_mean_3,0.017936746006240633
y_pct_change_1,0.017638929687191406
price_lag_5,0.016961638753342285
price_lag_3,0.014410295960697737
cpi_lag_3,0.013656562653538904
y_lag_1,0.012810532309814394
