feature,importance
cpi_lag_1,0.4224690794944763
cpi_lag_2,0.10045450180768967
y_lag_6,0.08502920717000961
y_roll_mean_6,0.08274177461862564
exrate_zar_usd_lag_1,0.08130068331956863
exrate_zar_usd_lag_2,0.04346625879406929
y_lag_12,0.027281109243631363
exrate_zar_usd_lag_3,0.02718440815806389
month_6,0.021519586443901062
price_lag_6,0.017797596752643585
y_roll_mean_12,0.009319520555436611
price_lag_5,0.007480216212570667
cpi_lag_3,0.006468468811362982
y_roll_std_12,0.0058510866947472095
price_roll_mean_6,0.005822544451802969
price_roll_mean_3,0.005133556667715311
price_roll_mean_12,0.004807273391634226
price_lag_2,0.00411908607929945
price_lag_4,0.003846681909635663
y_lag_3,0.0035501718521118164
price_lag_1,0.0026917755603790283
y_pct_change_12,0.002596217440441251
price_roll_std_3,0.002536654006689787
y_roll_std_6,0.0022669548634439707
y_roll_std_3,0.002190460916608572
price_pct_change_12,0.0021504005417227745
y_level,0.001986674265936017
price_roll_std_6,0.0018492275848984718
month_9,0.0017458887305110693
industrial_production_index_lag_2,0.0015628845430910587
