feature,importance
y_lag_6,0.3272428635634366
y_lag_12,0.10782892090129702
cpi_lag_1,0.06506739428839826
cpi_lag_2,0.05579878230534665
cpi_lag_3,0.05011698147500899
exrate_zar_usd_lag_1,0.04865379395042397
y_roll_mean_12,0.04648929757266361
exrate_zar_usd_lag_2,0.04314634993703102
y_roll_mean_6,0.03841896566114158
industrial_production_index_lag_1,0.02546063083995098
exrate_zar_usd_lag_3,0.023942291023423882
industrial_production_index_lag_2,0.015447206952630575
y_roll_std_12,0.013879384190083962
price_lag_6,0.010841903737651473
y_lag_3,0.009942740424873694
month_6,0.008856214943528092
y_level,0.008552919695437497
y_pct_change_12,0.008048891200669848
industrial_production_index_lag_3,0.007992870739405784
y_lag_1,0.007343295034487779
price_roll_std_12,0.007074163532708321
price_roll_std_6,0.006194073781572971
y_pct_change_1,0.005737883478828693
price_lag_5,0.005630099723655303
price_roll_mean_12,0.005092102151315103
price_lag_2,0.004795689569602375
y_roll_std_3,0.004750105393789324
price_pct_change_12,0.004713935105931677
price_roll_std_3,0.0043421204430364665
y_roll_std_6,0.004285146308976057
