feature,importance
y_lag_6,8.5288786205989
exrate_zar_usd_lag_1,5.351511789741188
cpi_lag_1,4.90676232100583
y_roll_mean_12,4.358147480550358
y_roll_mean_6,4.114776134461697
cpi_lag_3,3.4421472730337213
y_level,3.313785849201235
exrate_zar_usd_lag_3,3.2832103876169176
price_roll_std_3,3.170557390472665
y_lag_3,3.130552064159221
y_roll_std_12,3.084864837284331
y_pct_change_12,2.982616547072759
cpi_lag_2,2.9263717868572923
industrial_production_index_lag_3,2.847792752720846
month_6,2.812831531313273
industrial_production_index_lag_1,2.4843683769154605
price_roll_mean_3,2.3393456357536047
price_lag_6,2.2050454394372574
price_lag_2,2.1785660899172226
price_roll_std_12,2.1496884870645454
y_roll_mean_3,2.129907436022369
price_pct_change_1,2.1035789539520766
y_lag_1,1.9886853790351895
industrial_production_index_lag_2,1.9825559306343905
y_pct_change_1,1.9526356634813928
price_pct_change_12,1.9140945407002146
exrate_zar_usd_lag_2,1.8882950268515224
price_lag_4,1.8201242751607718
price_roll_mean_12,1.7755888981867898
price_roll_std_6,1.7321722702220292
